full_name,e,q,i,om,w,ad,tp_cal,per_y,class,data_arc,condition_code,n_obs_used,two_body,A1,A2,A3,DT,M1,K1,M2,K2,PC,diameter,extent,albedo,rot_per,GM
"     C/2000 B7 (SOHO)",1.0,0.0050,144.63,0.45,79.36,,20000201.4900000,,PAR,1,,14,T,,,,,,,,,,,,,,
"     C/2000 B8 (SOHO)",1.0,0.0340,70.75,75.09,54.63,,20000116.8600000,,PAR,0,,12,T,,,,,,,,,,,,,,
"     C/2000 C2 (SOHO)",1.0,0.0370,71.35,73.71,55.44,,20000203.8600000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/2000 C3 (SOHO)",1.0,0.0487,24.97,81.85,23.47,,20000204.5900000,,PAR,1,,35,T,,,,,,,,,,,,,,
"     C/2000 C4 (SOHO)",1.0,0.0487,24.97,81.95,23.05,,20000205.1700000,,PAR,0,,54,T,,,,,,,,,,,,,,
"     C/2000 C5 (SOHO)",1.0,0.0358,72.22,65.16,54.73,,20000207.8900000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2000 C6 (SOHO)",1.0,0.0062,144.78,4.47,82.41,,20000210.7100000,,PAR,1,,46,T,,,,,,,,,,,,,,
"     C/2000 C7 (SOHO)",1.0,0.0481,24.89,81.06,22.34,,20000204.4800000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2000 CT54 (LINEAR)",.9983531527019499,3.155967275489944,49.21251786598583,18.95680458137663,272.6444341030755,3829.582234046137,20010619.4471885,83893.2350647522,COM,1763,,216,,,,,,7.4,10.,11.5,5.,0.03,,,,,
"     C/2000 D1 (SOHO)",1.0,0.0051,144.56,0.93,78.43,,20000301.0600000,,PAR,1,,47,T,,,,,,,,,,,,,,
"     C/2000 D2 (LINEAR)",.8670297694866532,2.297609256023521,156.9919261614296,235.8871699010045,117.6827686687777,32.26064107043433,20000308.6140324,71.8275127693222,HTC,34,6,79,,,,,,13.7,10.,16.5,5.,0.03,,,,,
"     C/2000 D3 (SOHO)",1.0,0.0066,139.71,339.90,68.93,,20000226.6500000,,PAR,0,,12,T,,,,,,,,,,,,,,
"     C/2000 E1 (SOHO)",1.0,0.0050,144.33,9.73,89.13,,20000305.5500000,,PAR,1,,40,T,,,,,,,,,,,,,,
"     C/2000 F1 (SOHO)",1.0,0.0060,144.40,7.52,88.92,,20000401.5200000,,PAR,1,,14,T,,,,,,,,,,,,,,
"     C/2000 F2 (SOHO)",1.0,0.0053,139.59,337.53,70.65,,20000319.7900000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/2000 F3 (SOHO)",1.0,0.0052,135.93,323.69,58.02,,20000328.9100000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/2000 G2 (LINEAR)",.8102233242161981,2.717122144742337,170.4792262546381,328.3819107238432,101.7724386567009,25.91782083252583,20000206.2576693,54.1760943387929,HTC,29,7,137,,,,,,12.8,10.,15.4,5.,0.03,,,,,
"     C/2000 G3 (SOHO)",1.0,0.0072,133.75,327.21,53.65,,20000411.0300000,,PAR,0,,16,T,,,,,,,,,,,,,,
"     C/2000 H1 (LINEAR)",1.002172567343416,3.638183674332089,118.2368307551189,356.4432773108134,78.87613113152736,,20000129.2846608,,HYP,364,,114,,,,,,10.3,10.,14.0,5.,0.03,,,,,
"     C/2000 H2 (SOHO)",1.0,0.0055,144.17,2.94,82.11,,20000430.1900000,,PAR,2,,59,T,,,,,,,,,,,,,,
"     C/2000 H3 (SOHO)",1.0,0.0050,144.57,6.32,86.03,,20000417.6600000,,PAR,0,,8,T,,,,,,,,,,,,,,
"     C/2000 H4 (SOHO)",1.0,0.0049,144.92,8.34,87.45,,20000430.9200000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/2000 H5 (SOHO)",1.0,0.0050,144.80,9.18,88.09,,20000430.9300000,,PAR,0,,8,T,,,,,,,,,,,,,,
"     C/2000 H6 (SOHO)",1.0,0.0064,145.18,337.89,67.69,,20000426.4400000,,PAR,0,,8,T,,,,,,,,,,,,,,
"     C/2000 H7 (SOHO)",1.0,0.0079,144.20,8.17,85.98,,20000429.1600000,,PAR,0,,14,T,,,,,,,,,,,,,,
"     C/2000 J1 (Ferris)",.9492424341284913,2.541301699812573,98.77001821721569,28.46347835195669,147.2009736802526,97.59359075132679,20000511.2127192,354.27569797069,COM,28,7,28,,,,,,14.2,10.,16.6,5.,0.03,,,,,
"     C/2000 J2 (SOHO)",1.0,0.0335,146.61,32.19,272.21,,20000508.0200000,,PAR,0,,13,T,,,,,,,,,,,,,,
"     C/2000 J3 (SOHO)",1.0,0.0057,142.96,10.01,85.51,,20000510.4800000,,PAR,1,,24,T,,,,,,,,,,,,,,
"     C/2000 J4 (SOHO)",1.0,0.0065,142.56,8.91,84.92,,20000515.5400000,,PAR,1,,19,T,,,,,,,,,,,,,,
"     C/2000 J5 (SOHO)",1.0,0.0081,138.42,341.35,64.05,,20000512.1600000,,PAR,0,,6,T,,,,,,,,,,,,,,
"     C/2000 J6 (SOHO)",1.0,0.0064,142.38,10.21,84.61,,20000511.8500000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2000 J7 (SOHO)",1.0,0.0055,143.48,4.59,81.95,,20000504.7400000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/2000 J8 (SOHO)",1.0,0.0367,72.50,73.65,56.91,,20000506.4200000,,PAR,0,,14,T,,,,,,,,,,,,,,
"     C/2000 K1 (LINEAR)",1.002304504397187,6.275839253997889,116.7891291645384,260.1981342671373,15.79137377861235,,19991214.5169275,,HYP,820,,306,,,,,,4.8,10.,9.9,5.,0.03,,,,,
"     C/2000 K2 (LINEAR)",.9953316487218468,2.437065627757194,25.63358057156423,195.2609688419912,106.826525598007,1041.642731521217,20001011.3680157,11927.893346073,COM,987,,316,,,,,,9.3,10.,,,,,,,,
"     C/2000 K3 (SOHO)",1.0,0.0051,145.47,353.01,74.99,,20000520.3100000,,PAR,1,,11,T,,,,,,,,,,,,,,
"     C/2000 K4 (SOHO)",1.0,0.0055,145.78,2.79,81.93,,20000523.0200000,,PAR,0,,16,T,,,,,,,,,,,,,,
"     C/2000 K5 (SOHO)",1.0,0.0055,144.24,2.78,81.87,,20000526.4100000,,PAR,1,,12,T,,,,,,,,,,,,,,
"     C/2000 K6 (SOHO)",1.0,0.0051,143.17,6.27,84.45,,20000527.5200000,,PAR,0,,8,T,,,,,,,,,,,,,,
"     C/2000 K7 (SOHO)",1.0,0.0062,143.07,9.68,85.53,,20000519.6200000,,PAR,0,,9,T,,,,,,,,,,,,,,
"     C/2000 K8 (SOHO)",1.0,0.0053,144.98,358.92,76.89,,20000530.2100000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/2000 L1 (SOHO)",1.0,0.0053,144.03,12.66,89.94,,20000603.9700000,,PAR,0,,17,T,,,,,,,,,,,,,,
"     C/2000 L2 (SOHO)",1.0,0.0056,143.42,4.67,83.74,,20000610.3000000,,PAR,1,,14,T,,,,,,,,,,,,,,
"     C/2000 L3 (SOHO)",1.0,0.0054,145.41,340.31,61.59,,20000610.5700000,,PAR,0,,9,T,,,,,,,,,,,,,,
"     C/2000 L4 (SOHO)",1.0,0.0061,142.19,4.89,84.38,,20000615.0300000,,PAR,0,,13,T,,,,,,,,,,,,,,
"     C/2000 L5 (SOHO)",1.0,0.0075,143.99,9.05,87.54,,20000616.0800000,,PAR,0,,19,T,,,,,,,,,,,,,,
"     C/2000 L6 (SOHO)",1.0,0.0074,141.06,309.34,31.92,,20000611.6000000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2000 M1 (SOHO)",1.0,0.0055,144.96,5.22,83.93,,20000618.2700000,,PAR,1,,38,T,,,,,,,,,,,,,,
"     C/2000 M2 (SOHO)",1.0,0.0052,144.01,12.65,90.04,,20000618.6700000,,PAR,0,,23,T,,,,,,,,,,,,,,
"     C/2000 M3 (SOHO)",1.0,0.0051,145.25,347.41,67.80,,20000619.7600000,,PAR,0,,13,T,,,,,,,,,,,,,,
"     C/2000 M4 (SOHO)",1.0,0.0055,145.77,343.32,63.33,,20000622.5700000,,PAR,0,,15,T,,,,,,,,,,,,,,
"     C/2000 M5 (SOHO)",1.0,0.0067,146.53,354.90,73.57,,20000624.5200000,,PAR,0,,6,T,,,,,,,,,,,,,,
"     C/2000 M6 (SOHO)",1.0,0.0050,145.19,2.90,81.87,,20000625.9100000,,PAR,0,,14,T,,,,,,,,,,,,,,
"     C/2000 M7 (SOHO)",1.0,0.0055,144.40,1.59,80.82,,20000627.4200000,,PAR,1,,40,T,,,,,,,,,,,,,,
"     C/2000 M8 (SOHO)",1.0,0.0050,142.18,15.71,93.94,,20000628.3900000,,PAR,1,,21,T,,,,,,,,,,,,,,
"     C/2000 M9 (SOHO)",1.0,0.0054,144.53,7.63,86.17,,20000701.9700000,,PAR,1,,35,T,,,,,,,,,,,,,,
"     C/2000 N1 (SOHO)",1.0,0.0049,144.08,1.88,81.21,,20000703.2500000,,PAR,2,,55,T,,,,,,,,,,,,,,
"     C/2000 N2 (SOHO)",1.0,0.0067,143.83,12.38,91.63,,20000708.8200000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/2000 N3 (SOHO)",1.0,0.0050,145.48,7.75,86.95,,20000705.0800000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/2000 N4 (SOHO)",1.0,0.0351,74.50,73.89,59.61,,20000704.8000000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2000 O1 (Koehn)",1.000006761076483,5.921776852848238,148.10417364,88.88261694564454,55.16397064657328,,20000127.7326515,,HYP,987,,64,,,,,,4.9,12.,11.6,5.,0.03,,,,,
"     C/2000 OF8 (Spacewatch)",1.001819314805752,2.172788560462105,152.4325923218559,117.0905687562264,256.0801568836507,,20010804.7998087,,HYP,373,,73,,,,,,10.3,11.,14.3,5.,0.03,,,,,
"     C/2000 P1 (SOHO)",1.0,0.0049,143.41,7.24,86.44,,20000807.2600000,,PAR,0,,13,T,,,,,,,,,,,,,,
"     C/2000 P2 (SOHO)",1.0,0.0050,143.55,4.16,84.73,,20000815.4700000,,PAR,1,,18,T,,,,,,,,,,,,,,
"     C/2000 Q1 (SOHO)",1.0,0.0568,87.14,256.11,83.66,,20000829.4300000,,PAR,1,,55,T,,,,,,,,,,,,,,
"     P/2000 R2 (LINEAR)",.5836543592898227,1.389966809662804,3.216341314927662,187.4994301615916,147.0634868809341,5.287018241949037,20000912.6577017,6.10005589771786,JFc,87,6,56,,,,,,17.6,16.,20.7,5.,0.03,,,,,
"     P/2000 S1 (Skiff)",.6184540913111467,2.5139097641748,21.00757131426776,29.13838268414358,308.4523327502127,10.66358582378008,20000714.7019935,16.9126837463287,JFc,118,4,176,,,,,,6.1,22.,15.5,5.,0.03,,,,,
"     C/2000 S3 (LONEOS)",.7722785038177395,2.662226479757998,25.16431265811679,41.15324232260675,298.2711635233173,20.71919797414813,20000716.3045434,39.9732682161857,JFc,98,4,33,,,,,,6.4,23.,15.7,5.,0.03,,,,,
"     P/2000 S4 (LINEAR-Spacewatch)",.6818586012094172,2.26541942418369,28.32634846850978,174.6448094245821,172.3183875403807,11.97616895630185,20001019.0832863,19.0020673392252,JFc,81,5,40,,,,,,16.4,10.,,,,,,,,
"     C/2000 S5",1.0,0.6018,53.82,341.63,291.48,,20001026.6400000,,PAR,46,,11,T,,,,,,,,,,,,,,
"     C/2000 S6 (SOHO)",1.0,0.0050,144.59,2.93,81.81,,20000929.1400000,,PAR,0,,13,T,,,,,,,,,,,,,,
"     C/2000 SV74 (LINEAR)",1.004860831410032,3.541896397743504,75.23665833645734,24.1862990906741,76.2393612540989,,20020430.5311122,,HYP,1359,,2061,,,,,,7.7,8.,10.0,5.,0.03,,,,,
"     C/2000 T1 (SOHO)",1.0,0.0051,144.09,2.25,81.23,,20001011.4600000,,PAR,2,,58,T,,,,,,,,,,,,,,
"     C/2000 T3 (SOHO)",1.0,0.0051,145.22,4.77,88.67,,20001011.6100000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2000 T4 (SOHO)",1.0,0.0051,144.67,7.49,87.12,,20001012.5500000,,PAR,0,,21,T,,,,,,,,,,,,,,
"     C/2000 T5 (SOHO)",1.0,0.0056,146.54,355.75,70.98,,20001007.3500000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/2000 T6 (SOHO)",1.0,0.0049,141.30,317.90,55.40,,20001012.6800000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2000 U1 (SOHO)",1.0,0.0051,144.25,10.96,89.30,,20001021.7600000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/2000 U2 (SOHO)",1.0,0.0075,144.49,7.68,86.24,,20001023.4200000,,PAR,1,,45,T,,,,,,,,,,,,,,
"     C/2000 U3 (SOHO)",1.0,0.0074,141.43,344.74,66.93,,20001024.8400000,,PAR,0,,27,T,,,,,,,,,,,,,,
"     C/2000 U4 (SOHO)",1.0,0.0050,146.50,359.74,85.11,,20001025.4500000,,PAR,0,,12,T,,,,,,,,,,,,,,
"     C/2000 U5 (LINEAR)",1.005343748183745,3.486148527603171,93.65235561168429,65.29465726378274,299.0211524133611,,20000313.5838669,,HYP,362,,290,,,,,,7.9,10.,11.7,5.,0.03,,,,,
"     C/2000 V1 (SOHO)",1.0,0.0056,144.08,2.59,81.71,,20001105.1200000,,PAR,0,,20,T,,,,,,,,,,,,,,
"     C/2000 V2 (SOHO)",1.0,0.0070,140.24,347.37,69.95,,20001105.9700000,,PAR,0,,4,T,,,,,,,,,,,,,,
"     C/2000 V3 (SOHO)",1.0,0.0051,144.00,3.77,82.91,,20001111.6300000,,PAR,1,,19,T,,,,,,,,,,,,,,
"     C/2000 V4 (SOHO)",1.0,0.0503,54.97,324.91,180.01,,20001111.4600000,,PAR,1,,15,T,,,,,,,,,,,,,,
"     C/2000 W1 (Utsunomiya-Jones)",1.000003226503976,.3211812778439611,160.1654613967298,10.76593050269257,51.50877262818584,,20001226.5592488,,HYP,58,,175,,,,,,12.6,10.,20.5,5.,0.03,,,,,
"     C/2000 WM1 (LINEAR)",1.000242910613442,.5553479177392664,72.55023273454583,237.8957286100222,276.7709705299534,,20020122.6732118,,HYP,981,,2139,,5.73489089587032E-9,-1.015484164980414E-10,,,9.2,10.,12.3,5.,0.03,,,,,
"     C/2000 W2 (SOHO)",1.0,0.0051,146.40,353.04,75.32,,20001116.6400000,,PAR,0,,6,T,,,,,,,,,,,,,,
"     C/2000 W3 (SOHO)",1.0,0.0076,144.38,8.23,86.48,,20001118.6900000,,PAR,0,,9,T,,,,,,,,,,,,,,
"     C/2000 W4 (SOHO)",1.0,0.0053,144.52,359.32,79.61,,20001120.3600000,,PAR,1,,29,T,,,,,,,,,,,,,,
"     C/2000 W5 (SOHO)",1.0,0.0049,145.72,5.15,84.40,,20001127.6900000,,PAR,0,,8,T,,,,,,,,,,,,,,
"     C/2000 X1 (SOHO)",1.0,0.0050,145.96,7.00,87.16,,20001203.9500000,,PAR,0,,8,T,,,,,,,,,,,,,,
"     C/2000 X2 (SOHO)",1.0,0.0055,143.15,12.94,90.21,,20001206.5000000,,PAR,1,,17,T,,,,,,,,,,,,,,
"     C/2000 X3 (SOHO)",1.0,0.0056,144.49,359.30,79.03,,20001206.5700000,,PAR,1,,32,T,,,,,,,,,,,,,,
"     C/2000 X4 (SOHO)",1.0,0.0059,141.91,314.54,38.13,,20001205.7600000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/2000 X5 (SOHO)",1.0,0.0055,143.18,3.76,80.32,,20001207.4700000,,PAR,0,,6,T,,,,,,,,,,,,,,
"     C/2000 X6 (SOHO)",1.0,0.0077,138.16,346.04,68.37,,20001207.8100000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2000 X7 (SOHO)",1.0,0.0059,147.79,340.27,61.09,,20001211.0500000,,PAR,0,,9,T,,,,,,,,,,,,,,
"     C/2000 X8 (SOHO)",1.0,0.0054,140.57,23.50,98.14,,20001213.2200000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/2000 X9 (SOHO)",1.0,0.0386,72.66,73.96,60.08,,20001203.7500000,,PAR,0,,9,T,,,,,,,,,,,,,,
"     C/2000 Y1 (Tubbiolo)",1.002373364395291,7.974746410214483,137.9744527573018,239.3948782579826,181.7321341517096,,20010202.1511235,,HYP,742,,94,,,,,,6.3,10.,10.7,5.,0.03,,,,,
"     C/2000 Y2 (Skiff)",.9943506587144511,2.768708609093077,12.08745291945946,185.8482859296163,326.8181944231149,977.4194121459592,20010321.8074445,10849.9406115645,JFc,201,,159,,,,,,11.4,11.,14.1,5.,0.03,,,,,
"     C/2000 Y4 (SOHO)",1.0,0.0051,132.68,324.92,52.89,,20001218.0800000,,PAR,0,,23,T,,,,,,,,,,,,,,
"     C/2000 Y5 (SOHO)",1.0,0.0070,142.93,315.39,38.85,,20001220.0600000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/2000 Y6 (SOHO)",1.0,0.0252,87.30,229.47,88.03,,20001220.8500000,,PAR,0,,13,T,,,,,,,,,,,,,,
"     C/2000 Y7 (SOHO)",1.0,0.0245,89.02,228.93,89.13,,20001220.8500000,,PAR,0,,12,T,,,,,,,,,,,,,,
"     C/2000 Y8 (SOHO)",1.0,0.0060,145.95,3.25,79.51,,20001224.1400000,,PAR,0,,6,T,,,,,,,,,,,,,,
"     C/2000 Y9 (SOHO)",1.0,0.0051,147.66,343.96,66.36,,20001225.4500000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/2001 A1 (LINEAR)",.9909456511051214,2.406425519628851,59.94068029705615,339.5944969225325,107.8879914300603,529.1448870192568,20000917.6183152,4332.92329716707,COM,93,,129,,,,,,12.7,7.,,,,,,,,
"     C/2001 A2-A (LINEAR)",0.999692137817885,0.779054495221844,36.4866097334356,295.1277176090811,295.322728284241,5060.280994327029,20010524.5236567,127299.13248616,COM,136,,436,,-2.114835704287788E-8,1.92001727747633E-8,,,13.,10.0,,,,,,,,
"     C/2001 A2-B (LINEAR)",0.999303580246131,0.779017158127398,36.4758214872215,295.1246666062354,295.326808388447,2236.426788103697,20010524.5191515,37412.9639232097,COM,333,,1717,,5.252125837664723E-9,-3.083455246456309E-9,6.608764277387061E-10,,7.,12.0,14.,5.0,0.03,,,,,
"     C/2001 A3 (SOHO)",1.0,0.0069,143.63,12.05,90.69,,20010108.6500000,,PAR,1,,14,T,,,,,,,,,,,,,,
"     C/2001 A4 (SOHO)",1.0,0.0054,144.69,356.82,76.03,,20010114.8700000,,PAR,0,,19,T,,,,,,,,,,,,,,
"     C/2001 B1 (LINEAR)",1.001232485109518,2.928433603046569,104.1114439540539,49.84122276714812,284.8487007176005,,20000919.4162119,,HYP,351,,167,,,,,,9.7,9.,13.1,5.,0.03,,,,,
"     C/2001 B2 (NEAT)",1.001752034105392,5.306808002420327,150.6015670614941,145.0947449899191,304.7571475850585,,20000901.7598383,,HYP,1123,,552,,,,,,5.1,10.,9.3,5.,0.03,,,,,
"     C/2001 B3 (SOHO)",1.0,0.0077,144.54,7.10,85.46,,20010125.3600000,,PAR,1,,28,T,,,,,,,,,,,,,,
"     C/2001 C1 (LINEAR)",.999866091309514,5.10431717365154,68.96469928908661,33.71633722394792,219.950220822234,76230.68224941246,20020328.4169028,7442203.42833185,COM,795,,230,,,,,,6.5,10.,10.6,5.,0.03,,,,,
"     C/2001 C2 (SOHO)",1.0,0.0053,144.61,8.15,86.45,,20010207.9200000,,PAR,1,,65,T,,,,,,,,,,,,,,
"     C/2001 C3 (SOHO)",1.0,0.0051,144.59,1.02,79.54,,20010204.9800000,,PAR,1,,53,T,,,,,,,,,,,,,,
"     C/2001 C4 (SOHO)",1.0,0.0051,134.29,328.00,57.39,,20010208.4400000,,PAR,1,,12,T,,,,,,,,,,,,,,
"     C/2001 C5 (SOHO)",1.0,0.0256,166.26,322.52,51.27,,20010213.2900000,,PAR,1,,32,T,,,,,,,,,,,,,,
"     C/2001 C6 (SOHO)",1.0,0.0058,139.77,340.03,65.31,,20010215.0300000,,PAR,1,,43,T,,,,,,,,,,,,,,
"     C/2001 C7 (SOHO)",1.0,0.0350,73.68,54.75,54.23,,20010211.6700000,,PAR,0,,8,T,,,,,,,,,,,,,,
"     C/2001 E1 (SOHO)",1.0,0.0357,73.37,72.24,58.28,,20010315.6400000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2001 F2 (SOHO)",1.0,0.0049,144.58,8.16,87.46,,20010327.2700000,,PAR,2,,45,T,,,,,,,,,,,,,,
"     C/2001 G1 (LONEOS)",1.002804596630424,8.235543112867116,45.36453715602048,203.8911047770664,343.2814361135394,,20011009.2132461,,HYP,885,,134,,,,,,7.4,7.,10.0,5.,0.03,,,,,
"     C/2001 G2 (SOHO)",1.0,0.0057,144.59,8.27,85.97,,20010409.0100000,,PAR,1,,55,T,,,,,,,,,,,,,,
"     C/2001 G3 (SOHO)",1.0,0.0079,144.23,3.55,77.17,,20010411.1400000,,PAR,0,,4,T,,,,,,,,,,,,,,
"     C/2001 H1 (SOHO)",1.0,0.0084,139.17,341.72,63.84,,20010420.7500000,,PAR,0,,16,T,,,,,,,,,,,,,,
"     C/2001 H2 (SOHO)",1.0,0.0072,146.28,332.13,41.08,,20010420.8300000,,PAR,0,,3,T,,,,,,,,,,,,,,
"     C/2001 H3 (SOHO)",1.0,0.0075,143.53,11.76,84.37,,20010420.9000000,,PAR,0,,13,T,,,,,,,,,,,,,,
"     C/2001 H4 (SOHO)",1.0,0.0067,143.28,6.90,80.65,,20010420.9900000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     P/2001 H5 (NEAT)",.6001913472530236,2.39665237293171,8.399275685101079,329.5629882140415,224.8782770603704,9.592344645841965,20010128.7007039,14.6770065170865,JFc,98,5,43,,,,,,6.8,25.,15.6,5.,0.03,,,,,
"     C/2001 H6 (SOHO)",1.0,0.0058,143.93,10.47,87.40,,20010427.4000000,,PAR,1,,34,T,,,,,,,,,,,,,,
"     C/2001 H7 (SOHO)",1.0,0.0053,143.43,5.98,83.87,,20010430.5900000,,PAR,0,,8,T,,,,,,,,,,,,,,
"     C/2001 H8 (SOHO)",1.0,0.0065,145.73,345.62,72.54,,20010418.1600000,,PAR,0,,6,T,,,,,,,,,,,,,,
"     C/2001 HT50 (LINEAR-NEAT)",.9976605761614754,2.792083165667492,163.2121256870545,42.91246436468516,324.0709993076476,2384.191514837148,20030709.0239390,41232.2810000202,COM,1779,,3870,,,,,,7.4,8.,9.8,5.,0.03,,,,,
"     C/2001 J2 (SOHO)",1.0,0.0074,142.82,14.97,87.54,,20010505.8400000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/2001 J3 (SOHO)",1.0,0.0084,138.41,332.57,58.26,,20010507.0800000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/2001 J4 (SOHO)",1.0,0.0052,143.05,7.06,84.73,,20010510.5500000,,PAR,0,,11,T,,,,,,,,,,,,,,
"     C/2001 J5 (SOHO)",1.0,0.0053,141.93,13.43,91.41,,20010513.5400000,,PAR,0,,13,T,,,,,,,,,,,,,,
"     C/2001 K2 (SOHO)",1.0,0.0051,143.11,10.77,87.21,,20010520.2500000,,PAR,0,,24,T,,,,,,,,,,,,,,
"     C/2001 K3 (Skiff)",.9989322105464876,3.060121849588016,52.02650871143518,289.8500767021654,3.45233150913478,5728.635091138461,20010422.8765545,153422.071187267,COM,142,,331,,,,,,9.4,10.,12.0,5.,0.03,,,,,
"     C/2001 K4 (SOHO)",1.0,0.0071,145.97,3.06,82.86,,20010522.9600000,,PAR,0,,17,T,,,,,,,,,,,,,,
"     C/2001 K5 (LINEAR)",.9995455602307839,5.18424602529391,72.59034207189583,237.4575837859247,47.05416377035978,22810.80315858298,20021011.7397919,1218490.39859927,COM,1305,,3312,,,,,,4.4,10.,8.6,5.,0.03,,,,,
"     C/2001 K6 (SOHO)",1.0,0.0062,148.11,324.74,50.79,,20010523.8200000,,PAR,0,,9,T,,,,,,,,,,,,,,
"     C/2001 K7 (SOHO)",1.0,0.0075,143.43,8.10,86.69,,20010524.0100000,,PAR,0,,8,T,,,,,,,,,,,,,,
"     C/2001 K8 (SOHO)",1.0,0.0077,143.33,11.75,89.04,,20010530.0700000,,PAR,0,,14,T,,,,,,,,,,,,,,
"     C/2001 K9 (SOHO)",1.0,0.0054,141.54,12.89,88.97,,20010525.4400000,,PAR,1,,7,T,,,,,,,,,,,,,,
"     C/2001 K10 (SOHO)",1.0,0.0051,147.11,15.02,97.97,,20010519.4900000,,PAR,1,,4,T,,,,,,,,,,,,,,
"     C/2001 K11 (SOHO)",1.0,0.0339,72.36,73.28,57.26,,20010516.8500000,,PAR,0,,17,T,,,,,,,,,,,,,,
"     C/2001 L1 (SOHO)",1.0,0.0057,141.65,18.23,93.91,,20010603.3800000,,PAR,1,,12,T,,,,,,,,,,,,,,
"     C/2001 L2 (SOHO)",1.0,0.0052,145.13,323.04,48.85,,20010604.6000000,,PAR,0,,8,T,,,,,,,,,,,,,,
"     C/2001 L3 (SOHO)",1.0,0.0050,142.67,10.15,87.82,,20010605.1100000,,PAR,0,,18,T,,,,,,,,,,,,,,
"     C/2001 L4 (SOHO)",1.0,0.0053,146.12,347.67,69.35,,20010606.0900000,,PAR,0,,14,T,,,,,,,,,,,,,,
"     C/2001 L5 (SOHO)",1.0,0.0051,141.06,14.76,91.02,,20010606.2700000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2001 L6 (SOHO)",1.0,0.0049,145.25,330.92,54.04,,20010609.2800000,,PAR,1,,11,T,,,,,,,,,,,,,,
"     C/2001 L7 (SOHO)",1.0,0.0049,141.86,17.76,93.81,,20010609.5000000,,PAR,0,,9,T,,,,,,,,,,,,,,
"     C/2001 L8 (SOHO)",1.0,0.0059,137.37,24.73,98.72,,20010610.5400000,,PAR,0,,11,T,,,,,,,,,,,,,,
"     C/2001 L9 (SOHO)",1.0,0.0076,134.64,29.69,103.33,,20010614.1200000,,PAR,0,,11,T,,,,,,,,,,,,,,
"     C/2001 L10 (SOHO)",1.0,0.0355,71.70,72.40,57.72,,20010601.4700000,,PAR,0,,11,T,,,,,,,,,,,,,,
"     C/2001 L11 (SOHO)",1.0,0.0050,144.49,1.06,80.75,,20010608.5900000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/2001 M2 (SOHO)",1.0,0.0059,144.85,4.76,83.63,,20010617.0900000,,PAR,0,,38,T,,,,,,,,,,,,,,
"     C/2001 M3 (SOHO)",1.0,0.0050,143.08,8.66,87.22,,20010617.2500000,,PAR,1,,57,T,,,,,,,,,,,,,,
"     C/2001 M4 (SOHO)",1.0,0.0051,144.88,359.53,79.29,,20010619.4700000,,PAR,0,,13,T,,,,,,,,,,,,,,
"     C/2001 M5 (SOHO)",1.0,0.0052,143.84,5.25,84.16,,20010620.7200000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/2001 M6 (SOHO)",1.0,0.0058,145.43,352.78,72.35,,20010622.4300000,,PAR,1,,12,T,,,,,,,,,,,,,,
"     C/2001 M7 (SOHO)",1.0,0.0072,143.14,12.44,90.57,,20010626.3000000,,PAR,1,,19,T,,,,,,,,,,,,,,
"     C/2001 M8 (SOHO)",1.0,0.0046,144.66,1.92,80.95,,20010627.5400000,,PAR,1,,44,T,,,,,,,,,,,,,,
"     C/2001 M9 (SOHO)",1.0,0.0051,145.62,353.22,72.49,,20010627.0600000,,PAR,0,,13,T,,,,,,,,,,,,,,
"     C/2001 M10 (NEAT)",.8010922838378196,5.302797503981244,28.08338955374133,293.9174990331535,5.479096357575937,48.01637589256595,20010621.2132109,137.653836734916,JFc,526,3,93,,,,,,9.4,8.,12.0,5.,0.03,,,,,
